,State,Data Element,Date,Value,Frequency,Region,Description
1192,Hawaii,Consumer Price Index,2020-03-01,2.2,Monthly,Pacific,Consumer Price Index
1193,Oregon,Consumer Price Index,2020-03-01,2.2,Monthly,Pacific,Consumer Price Index
1194,Washington,Consumer Price Index,2020-03-01,2.2,Monthly,Pacific,Consumer Price Index
1195,Alaska,Consumer Price Index,2020-04-01,0.9,Monthly,Pacific,Consumer Price Index
1196,California,Consumer Price Index,2020-04-01,0.9,Monthly,Pacific,Consumer Price Index
1197,Hawaii,Consumer Price Index,2020-04-01,0.9,Monthly,Pacific,Consumer Price Index
1198,Oregon,Consumer Price Index,2020-04-01,0.9,Monthly,Pacific,Consumer Price Index
1199,Washington,Consumer Price Index,2020-04-01,0.9,Monthly,Pacific,Consumer Price Index
1200,Alaska,Consumer Price Index,2020-05-01,0.6,Monthly,Pacific,Consumer Price Index
1201,California,Consumer Price Index,2020-05-01,0.6,Monthly,Pacific,Consumer Price Index
1202,Hawaii,Consumer Price Index,2020-05-01,0.6,Monthly,Pacific,Consumer Price Index
1203,Oregon,Consumer Price Index,2020-05-01,0.6,Monthly,Pacific,Consumer Price Index
1204,Washington,Consumer Price Index,2020-05-01,0.6,Monthly,Pacific,Consumer Price Index
1205,Alaska,Consumer Price Index,2020-06-01,0.9,Monthly,Pacific,Consumer Price Index
1206,California,Consumer Price Index,2020-06-01,0.9,Monthly,Pacific,Consumer Price Index
1207,Hawaii,Consumer Price Index,2020-06-01,0.9,Monthly,Pacific,Consumer Price Index
1208,Oregon,Consumer Price Index,2020-06-01,0.9,Monthly,Pacific,Consumer Price Index
1209,Washington,Consumer Price Index,2020-06-01,0.9,Monthly,Pacific,Consumer Price Index
1210,Alaska,Consumer Price Index,2020-07-01,1.4,Monthly,Pacific,Consumer Price Index
1211,California,Consumer Price Index,2020-07-01,1.4,Monthly,Pacific,Consumer Price Index
1212,Hawaii,Consumer Price Index,2020-07-01,1.4,Monthly,Pacific,Consumer Price Index
1213,Oregon,Consumer Price Index,2020-07-01,1.4,Monthly,Pacific,Consumer Price Index
1214,Washington,Consumer Price Index,2020-07-01,1.4,Monthly,Pacific,Consumer Price Index
1215,Alaska,Consumer Price Index,2020-08-01,1.8,Monthly,Pacific,Consumer Price Index
1216,California,Consumer Price Index,2020-08-01,1.8,Monthly,Pacific,Consumer Price Index
1217,Hawaii,Consumer Price Index,2020-08-01,1.8,Monthly,Pacific,Consumer Price Index
1218,Oregon,Consumer Price Index,2020-08-01,1.8,Monthly,Pacific,Consumer Price Index
1219,Washington,Consumer Price Index,2020-08-01,1.8,Monthly,Pacific,Consumer Price Index
1220,Alaska,Consumer Price Index,2020-09-01,1.5,Monthly,Pacific,Consumer Price Index
1221,California,Consumer Price Index,2020-09-01,1.5,Monthly,Pacific,Consumer Price Index
1222,Hawaii,Consumer Price Index,2020-09-01,1.5,Monthly,Pacific,Consumer Price Index
1223,Oregon,Consumer Price Index,2020-09-01,1.5,Monthly,Pacific,Consumer Price Index
1224,Washington,Consumer Price Index,2020-09-01,1.5,Monthly,Pacific,Consumer Price Index
1225,Alaska,Consumer Price Index,2020-10-01,1.2,Monthly,Pacific,Consumer Price Index
1226,California,Consumer Price Index,2020-10-01,1.2,Monthly,Pacific,Consumer Price Index
1227,Hawaii,Consumer Price Index,2020-10-01,1.2,Monthly,Pacific,Consumer Price Index
1228,Oregon,Consumer Price Index,2020-10-01,1.2,Monthly,Pacific,Consumer Price Index
1229,Washington,Consumer Price Index,2020-10-01,1.2,Monthly,Pacific,Consumer Price Index
1230,Alaska,Consumer Price Index,2020-11-01,1.4,Monthly,Pacific,Consumer Price Index
1231,California,Consumer Price Index,2020-11-01,1.4,Monthly,Pacific,Consumer Price Index
1232,Hawaii,Consumer Price Index,2020-11-01,1.4,Monthly,Pacific,Consumer Price Index
1233,Oregon,Consumer Price Index,2020-11-01,1.4,Monthly,Pacific,Consumer Price Index
1234,Washington,Consumer Price Index,2020-11-01,1.4,Monthly,Pacific,Consumer Price Index
1235,Alaska,Consumer Price Index,2020-12-01,1.6,Monthly,Pacific,Consumer Price Index
1236,California,Consumer Price Index,2020-12-01,1.6,Monthly,Pacific,Consumer Price Index
1237,Hawaii,Consumer Price Index,2020-12-01,1.6,Monthly,Pacific,Consumer Price Index
1238,Oregon,Consumer Price Index,2020-12-01,1.6,Monthly,Pacific,Consumer Price Index
1239,Washington,Consumer Price Index,2020-12-01,1.6,Monthly,Pacific,Consumer Price Index
1240,Alaska,Consumer Price Index,2021-01-01,1.5,Monthly,Pacific,Consumer Price Index
1241,California,Consumer Price Index,2021-01-01,1.5,Monthly,Pacific,Consumer Price Index
1242,Hawaii,Consumer Price Index,2021-01-01,1.5,Monthly,Pacific,Consumer Price Index
1243,Oregon,Consumer Price Index,2021-01-01,1.5,Monthly,Pacific,Consumer Price Index
1244,Washington,Consumer Price Index,2021-01-01,1.5,Monthly,Pacific,Consumer Price Index
1245,Alaska,Consumer Price Index,2021-02-01,1.6,Monthly,Pacific,Consumer Price Index
1246,California,Consumer Price Index,2021-02-01,1.6,Monthly,Pacific,Consumer Price Index
1247,Hawaii,Consumer Price Index,2021-02-01,1.6,Monthly,Pacific,Consumer Price Index
1248,Oregon,Consumer Price Index,2021-02-01,1.6,Monthly,Pacific,Consumer Price Index
1249,Washington,Consumer Price Index,2021-02-01,1.6,Monthly,Pacific,Consumer Price Index
1250,Alaska,Consumer Price Index,2021-03-01,2.4,Monthly,Pacific,Consumer Price Index
1251,California,Consumer Price Index,2021-03-01,2.4,Monthly,Pacific,Consumer Price Index
1252,Hawaii,Consumer Price Index,2021-03-01,2.4,Monthly,Pacific,Consumer Price Index
1253,Oregon,Consumer Price Index,2021-03-01,2.4,Monthly,Pacific,Consumer Price Index
1254,Washington,Consumer Price Index,2021-03-01,2.4,Monthly,Pacific,Consumer Price Index
1255,Alaska,Consumer Price Index,2021-04-01,3.8,Monthly,Pacific,Consumer Price Index
1256,California,Consumer Price Index,2021-04-01,3.8,Monthly,Pacific,Consumer Price Index
1257,Hawaii,Consumer Price Index,2021-04-01,3.8,Monthly,Pacific,Consumer Price Index
1258,Oregon,Consumer Price Index,2021-04-01,3.8,Monthly,Pacific,Consumer Price Index
1259,Washington,Consumer Price Index,2021-04-01,3.8,Monthly,Pacific,Consumer Price Index
1260,Alaska,Consumer Price Index,2021-05-01,4.5,Monthly,Pacific,Consumer Price Index
1261,California,Consumer Price Index,2021-05-01,4.5,Monthly,Pacific,Consumer Price Index
1262,Hawaii,Consumer Price Index,2021-05-01,4.5,Monthly,Pacific,Consumer Price Index
1263,Oregon,Consumer Price Index,2021-05-01,4.5,Monthly,Pacific,Consumer Price Index
1264,Washington,Consumer Price Index,2021-05-01,4.5,Monthly,Pacific,Consumer Price Index
1265,Alaska,Consumer Price Index,2021-06-01,5.2,Monthly,Pacific,Consumer Price Index
1266,California,Consumer Price Index,2021-06-01,5.2,Monthly,Pacific,Consumer Price Index
1267,Hawaii,Consumer Price Index,2021-06-01,5.2,Monthly,Pacific,Consumer Price Index
1268,Oregon,Consumer Price Index,2021-06-01,5.2,Monthly,Pacific,Consumer Price Index
1269,Washington,Consumer Price Index,2021-06-01,5.2,Monthly,Pacific,Consumer Price Index
1270,Alaska,Consumer Price Index,2021-07-01,5.0,Monthly,Pacific,Consumer Price Index
1271,California,Consumer Price Index,2021-07-01,5.0,Monthly,Pacific,Consumer Price Index
1272,Hawaii,Consumer Price Index,2021-07-01,5.0,Monthly,Pacific,Consumer Price Index
1273,Oregon,Consumer Price Index,2021-07-01,5.0,Monthly,Pacific,Consumer Price Index
1274,Washington,Consumer Price Index,2021-07-01,5.0,Monthly,Pacific,Consumer Price Index
1275,Alaska,Consumer Price Index,2021-08-01,4.8,Monthly,Pacific,Consumer Price Index
1276,California,Consumer Price Index,2021-08-01,4.8,Monthly,Pacific,Consumer Price Index
1277,Hawaii,Consumer Price Index,2021-08-01,4.8,Monthly,Pacific,Consumer Price Index
1278,Oregon,Consumer Price Index,2021-08-01,4.8,Monthly,Pacific,Consumer Price Index
1279,Washington,Consumer Price Index,2021-08-01,4.8,Monthly,Pacific,Consumer Price Index
1280,Alaska,Consumer Price Index,2021-09-01,5.0,Monthly,Pacific,Consumer Price Index
1281,California,Consumer Price Index,2021-09-01,5.0,Monthly,Pacific,Consumer Price Index
1282,Hawaii,Consumer Price Index,2021-09-01,5.0,Monthly,Pacific,Consumer Price Index
1283,Oregon,Consumer Price Index,2021-09-01,5.0,Monthly,Pacific,Consumer Price Index
1284,Washington,Consumer Price Index,2021-09-01,5.0,Monthly,Pacific,Consumer Price Index
1285,Alaska,Consumer Price Index,2021-10-01,5.6,Monthly,Pacific,Consumer Price Index
1286,California,Consumer Price Index,2021-10-01,5.6,Monthly,Pacific,Consumer Price Index
1287,Hawaii,Consumer Price Index,2021-10-01,5.6,Monthly,Pacific,Consumer Price Index
1288,Oregon,Consumer Price Index,2021-10-01,5.6,Monthly,Pacific,Consumer Price Index
1289,Washington,Consumer Price Index,2021-10-01,5.6,Monthly,Pacific,Consumer Price Index
1290,Alaska,Consumer Price Index,2021-11-01,6.1,Monthly,Pacific,Consumer Price Index
1291,California,Consumer Price Index,2021-11-01,6.1,Monthly,Pacific,Consumer Price Index
1292,Hawaii,Consumer Price Index,2021-11-01,6.1,Monthly,Pacific,Consumer Price Index
1293,Oregon,Consumer Price Index,2021-11-01,6.1,Monthly,Pacific,Consumer Price Index
1294,Washington,Consumer Price Index,2021-11-01,6.1,Monthly,Pacific,Consumer Price Index
1295,Iowa,Consumer Price Index,2019-01-01,0.8,Monthly,West North Central,Consumer Price Index
1296,Kansas,Consumer Price Index,2019-01-01,0.8,Monthly,West North Central,Consumer Price Index
1297,Minnesota,Consumer Price Index,2019-01-01,0.8,Monthly,West North Central,Consumer Price Index
1298,Missouri,Consumer Price Index,2019-01-01,0.8,Monthly,West North Central,Consumer Price Index
1299,North Dakota,Consumer Price Index,2019-01-01,0.8,Monthly,West North Central,Consumer Price Index
1300,Nebraska,Consumer Price Index,2019-01-01,0.8,Monthly,West North Central,Consumer Price Index
1301,South Dakota,Consumer Price Index,2019-01-01,0.8,Monthly,West North Central,Consumer Price Index
1302,Iowa,Consumer Price Index,2019-02-01,0.9,Monthly,West North Central,Consumer Price Index
1303,Kansas,Consumer Price Index,2019-02-01,0.9,Monthly,West North Central,Consumer Price Index
1304,Minnesota,Consumer Price Index,2019-02-01,0.9,Monthly,West North Central,Consumer Price Index
1305,Missouri,Consumer Price Index,2019-02-01,0.9,Monthly,West North Central,Consumer Price Index
1306,North Dakota,Consumer Price Index,2019-02-01,0.9,Monthly,West North Central,Consumer Price Index
1307,Nebraska,Consumer Price Index,2019-02-01,0.9,Monthly,West North Central,Consumer Price Index
1308,South Dakota,Consumer Price Index,2019-02-01,0.9,Monthly,West North Central,Consumer Price Index
1309,Iowa,Consumer Price Index,2019-03-01,1.5,Monthly,West North Central,Consumer Price Index
1310,Kansas,Consumer Price Index,2019-03-01,1.5,Monthly,West North Central,Consumer Price Index
1311,Minnesota,Consumer Price Index,2019-03-01,1.5,Monthly,West North Central,Consumer Price Index
1312,Missouri,Consumer Price Index,2019-03-01,1.5,Monthly,West North Central,Consumer Price Index
1313,North Dakota,Consumer Price Index,2019-03-01,1.5,Monthly,West North Central,Consumer Price Index
1314,Nebraska,Consumer Price Index,2019-03-01,1.5,Monthly,West North Central,Consumer Price Index
1315,South Dakota,Consumer Price Index,2019-03-01,1.5,Monthly,West North Central,Consumer Price Index
1316,Iowa,Consumer Price Index,2019-04-01,1.7,Monthly,West North Central,Consumer Price Index
1317,Kansas,Consumer Price Index,2019-04-01,1.7,Monthly,West North Central,Consumer Price Index
1318,Minnesota,Consumer Price Index,2019-04-01,1.7,Monthly,West North Central,Consumer Price Index
1319,Missouri,Consumer Price Index,2019-04-01,1.7,Monthly,West North Central,Consumer Price Index
1320,North Dakota,Consumer Price Index,2019-04-01,1.7,Monthly,West North Central,Consumer Price Index
1321,Nebraska,Consumer Price Index,2019-04-01,1.7,Monthly,West North Central,Consumer Price Index
1322,South Dakota,Consumer Price Index,2019-04-01,1.7,Monthly,West North Central,Consumer Price Index
1323,Iowa,Consumer Price Index,2019-05-01,1.4,Monthly,West North Central,Consumer Price Index
1324,Kansas,Consumer Price Index,2019-05-01,1.4,Monthly,West North Central,Consumer Price Index
1325,Minnesota,Consumer Price Index,2019-05-01,1.4,Monthly,West North Central,Consumer Price Index
1326,Missouri,Consumer Price Index,2019-05-01,1.4,Monthly,West North Central,Consumer Price Index
1327,North Dakota,Consumer Price Index,2019-05-01,1.4,Monthly,West North Central,Consumer Price Index
1328,Nebraska,Consumer Price Index,2019-05-01,1.4,Monthly,West North Central,Consumer Price Index
1329,South Dakota,Consumer Price Index,2019-05-01,1.4,Monthly,West North Central,Consumer Price Index
1330,Iowa,Consumer Price Index,2019-06-01,1.3,Monthly,West North Central,Consumer Price Index
1331,Kansas,Consumer Price Index,2019-06-01,1.3,Monthly,West North Central,Consumer Price Index
1332,Minnesota,Consumer Price Index,2019-06-01,1.3,Monthly,West North Central,Consumer Price Index
1333,Missouri,Consumer Price Index,2019-06-01,1.3,Monthly,West North Central,Consumer Price Index
1334,North Dakota,Consumer Price Index,2019-06-01,1.3,Monthly,West North Central,Consumer Price Index
1335,Nebraska,Consumer Price Index,2019-06-01,1.3,Monthly,West North Central,Consumer Price Index
1336,South Dakota,Consumer Price Index,2019-06-01,1.3,Monthly,West North Central,Consumer Price Index
1337,Iowa,Consumer Price Index,2019-07-01,1.2,Monthly,West North Central,Consumer Price Index
1338,Kansas,Consumer Price Index,2019-07-01,1.2,Monthly,West North Central,Consumer Price Index
1339,Minnesota,Consumer Price Index,2019-07-01,1.2,Monthly,West North Central,Consumer Price Index
1340,Missouri,Consumer Price Index,2019-07-01,1.2,Monthly,West North Central,Consumer Price Index
1341,North Dakota,Consumer Price Index,2019-07-01,1.2,Monthly,West North Central,Consumer Price Index
1342,Nebraska,Consumer Price Index,2019-07-01,1.2,Monthly,West North Central,Consumer Price Index
1343,South Dakota,Consumer Price Index,2019-07-01,1.2,Monthly,West North Central,Consumer Price Index
1344,Iowa,Consumer Price Index,2019-08-01,1.1,Monthly,West North Central,Consumer Price Index
1345,Kansas,Consumer Price Index,2019-08-01,1.1,Monthly,West North Central,Consumer Price Index
1346,Minnesota,Consumer Price Index,2019-08-01,1.1,Monthly,West North Central,Consumer Price Index
1347,Missouri,Consumer Price Index,2019-08-01,1.1,Monthly,West North Central,Consumer Price Index
1348,North Dakota,Consumer Price Index,2019-08-01,1.1,Monthly,West North Central,Consumer Price Index
1349,Nebraska,Consumer Price Index,2019-08-01,1.1,Monthly,West North Central,Consumer Price Index
1350,South Dakota,Consumer Price Index,2019-08-01,1.1,Monthly,West North Central,Consumer Price Index
1351,Iowa,Consumer Price Index,2019-09-01,1.1,Monthly,West North Central,Consumer Price Index
1352,Kansas,Consumer Price Index,2019-09-01,1.1,Monthly,West North Central,Consumer Price Index
1353,Minnesota,Consumer Price Index,2019-09-01,1.1,Monthly,West North Central,Consumer Price Index
1354,Missouri,Consumer Price Index,2019-09-01,1.1,Monthly,West North Central,Consumer Price Index
1355,North Dakota,Consumer Price Index,2019-09-01,1.1,Monthly,West North Central,Consumer Price Index
1356,Nebraska,Consumer Price Index,2019-09-01,1.1,Monthly,West North Central,Consumer Price Index
1357,South Dakota,Consumer Price Index,2019-09-01,1.1,Monthly,West North Central,Consumer Price Index
1358,Iowa,Consumer Price Index,2019-10-01,0.9,Monthly,West North Central,Consumer Price Index
1359,Kansas,Consumer Price Index,2019-10-01,0.9,Monthly,West North Central,Consumer Price Index
1360,Minnesota,Consumer Price Index,2019-10-01,0.9,Monthly,West North Central,Consumer Price Index
1361,Missouri,Consumer Price Index,2019-10-01,0.9,Monthly,West North Central,Consumer Price Index
1362,North Dakota,Consumer Price Index,2019-10-01,0.9,Monthly,West North Central,Consumer Price Index
1363,Nebraska,Consumer Price Index,2019-10-01,0.9,Monthly,West North Central,Consumer Price Index
1364,South Dakota,Consumer Price Index,2019-10-01,0.9,Monthly,West North Central,Consumer Price Index
1365,Iowa,Consumer Price Index,2019-11-01,1.8,Monthly,West North Central,Consumer Price Index
1366,Kansas,Consumer Price Index,2019-11-01,1.8,Monthly,West North Central,Consumer Price Index
1367,Minnesota,Consumer Price Index,2019-11-01,1.8,Monthly,West North Central,Consumer Price Index
1368,Missouri,Consumer Price Index,2019-11-01,1.8,Monthly,West North Central,Consumer Price Index
1369,North Dakota,Consumer Price Index,2019-11-01,1.8,Monthly,West North Central,Consumer Price Index
1370,Nebraska,Consumer Price Index,2019-11-01,1.8,Monthly,West North Central,Consumer Price Index
1371,South Dakota,Consumer Price Index,2019-11-01,1.8,Monthly,West North Central,Consumer Price Index
1372,Iowa,Consumer Price Index,2019-12-01,2.1,Monthly,West North Central,Consumer Price Index
1373,Kansas,Consumer Price Index,2019-12-01,2.1,Monthly,West North Central,Consumer Price Index
1374,Minnesota,Consumer Price Index,2019-12-01,2.1,Monthly,West North Central,Consumer Price Index
1375,Missouri,Consumer Price Index,2019-12-01,2.1,Monthly,West North Central,Consumer Price Index
1376,North Dakota,Consumer Price Index,2019-12-01,2.1,Monthly,West North Central,Consumer Price Index
1377,Nebraska,Consumer Price Index,2019-12-01,2.1,Monthly,West North Central,Consumer Price Index
1378,South Dakota,Consumer Price Index,2019-12-01,2.1,Monthly,West North Central,Consumer Price Index
1379,Iowa,Consumer Price Index,2020-01-01,2.2,Monthly,West North Central,Consumer Price Index
1380,Kansas,Consumer Price Index,2020-01-01,2.2,Monthly,West North Central,Consumer Price Index
1381,Minnesota,Consumer Price Index,2020-01-01,2.2,Monthly,West North Central,Consumer Price Index
1382,Missouri,Consumer Price Index,2020-01-01,2.2,Monthly,West North Central,Consumer Price Index
1383,North Dakota,Consumer Price Index,2020-01-01,2.2,Monthly,West North Central,Consumer Price Index
1384,Nebraska,Consumer Price Index,2020-01-01,2.2,Monthly,West North Central,Consumer Price Index
1385,South Dakota,Consumer Price Index,2020-01-01,2.2,Monthly,West North Central,Consumer Price Index
1386,Iowa,Consumer Price Index,2020-02-01,2.3,Monthly,West North Central,Consumer Price Index
1387,Kansas,Consumer Price Index,2020-02-01,2.3,Monthly,West North Central,Consumer Price Index
1388,Minnesota,Consumer Price Index,2020-02-01,2.3,Monthly,West North Central,Consumer Price Index
1389,Missouri,Consumer Price Index,2020-02-01,2.3,Monthly,West North Central,Consumer Price Index
1390,North Dakota,Consumer Price Index,2020-02-01,2.3,Monthly,West North Central,Consumer Price Index
1391,Nebraska,Consumer Price Index,2020-02-01,2.3,Monthly,West North Central,Consumer Price Index
1392,South Dakota,Consumer Price Index,2020-02-01,2.3,Monthly,West North Central,Consumer Price Index
1393,Iowa,Consumer Price Index,2020-03-01,1.0,Monthly,West North Central,Consumer Price Index
1394,Kansas,Consumer Price Index,2020-03-01,1.0,Monthly,West North Central,Consumer Price Index
1395,Minnesota,Consumer Price Index,2020-03-01,1.0,Monthly,West North Central,Consumer Price Index
1396,Missouri,Consumer Price Index,2020-03-01,1.0,Monthly,West North Central,Consumer Price Index
1397,North Dakota,Consumer Price Index,2020-03-01,1.0,Monthly,West North Central,Consumer Price Index
1398,Nebraska,Consumer Price Index,2020-03-01,1.0,Monthly,West North Central,Consumer Price Index
1399,South Dakota,Consumer Price Index,2020-03-01,1.0,Monthly,West North Central,Consumer Price Index
1400,Iowa,Consumer Price Index,2020-04-01,-0.3,Monthly,West North Central,Consumer Price Index
1401,Kansas,Consumer Price Index,2020-04-01,-0.3,Monthly,West North Central,Consumer Price Index
1402,Minnesota,Consumer Price Index,2020-04-01,-0.3,Monthly,West North Central,Consumer Price Index
1403,Missouri,Consumer Price Index,2020-04-01,-0.3,Monthly,West North Central,Consumer Price Index
1404,North Dakota,Consumer Price Index,2020-04-01,-0.3,Monthly,West North Central,Consumer Price Index
1405,Nebraska,Consumer Price Index,2020-04-01,-0.3,Monthly,West North Central,Consumer Price Index
1406,South Dakota,Consumer Price Index,2020-04-01,-0.3,Monthly,West North Central,Consumer Price Index
1407,Iowa,Consumer Price Index,2020-05-01,-0.5,Monthly,West North Central,Consumer Price Index
1408,Kansas,Consumer Price Index,2020-05-01,-0.5,Monthly,West North Central,Consumer Price Index
1409,Minnesota,Consumer Price Index,2020-05-01,-0.5,Monthly,West North Central,Consumer Price Index
1410,Missouri,Consumer Price Index,2020-05-01,-0.5,Monthly,West North Central,Consumer Price Index
1411,North Dakota,Consumer Price Index,2020-05-01,-0.5,Monthly,West North Central,Consumer Price Index
1412,Nebraska,Consumer Price Index,2020-05-01,-0.5,Monthly,West North Central,Consumer Price Index
1413,South Dakota,Consumer Price Index,2020-05-01,-0.5,Monthly,West North Central,Consumer Price Index
1414,Iowa,Consumer Price Index,2020-06-01,0.2,Monthly,West North Central,Consumer Price Index
1415,Kansas,Consumer Price Index,2020-06-01,0.2,Monthly,West North Central,Consumer Price Index
1416,Minnesota,Consumer Price Index,2020-06-01,0.2,Monthly,West North Central,Consumer Price Index
1417,Missouri,Consumer Price Index,2020-06-01,0.2,Monthly,West North Central,Consumer Price Index
1418,North Dakota,Consumer Price Index,2020-06-01,0.2,Monthly,West North Central,Consumer Price Index
1419,Nebraska,Consumer Price Index,2020-06-01,0.2,Monthly,West North Central,Consumer Price Index
1420,South Dakota,Consumer Price Index,2020-06-01,0.2,Monthly,West North Central,Consumer Price Index
1421,Iowa,Consumer Price Index,2020-07-01,0.5,Monthly,West North Central,Consumer Price Index
1422,Kansas,Consumer Price Index,2020-07-01,0.5,Monthly,West North Central,Consumer Price Index
1423,Minnesota,Consumer Price Index,2020-07-01,0.5,Monthly,West North Central,Consumer Price Index
1424,Missouri,Consumer Price Index,2020-07-01,0.5,Monthly,West North Central,Consumer Price Index
1425,North Dakota,Consumer Price Index,2020-07-01,0.5,Monthly,West North Central,Consumer Price Index
1426,Nebraska,Consumer Price Index,2020-07-01,0.5,Monthly,West North Central,Consumer Price Index
1427,South Dakota,Consumer Price Index,2020-07-01,0.5,Monthly,West North Central,Consumer Price Index
1428,Iowa,Consumer Price Index,2020-08-01,0.9,Monthly,West North Central,Consumer Price Index
1429,Kansas,Consumer Price Index,2020-08-01,0.9,Monthly,West North Central,Consumer Price Index
1430,Minnesota,Consumer Price Index,2020-08-01,0.9,Monthly,West North Central,Consumer Price Index
1431,Missouri,Consumer Price Index,2020-08-01,0.9,Monthly,West North Central,Consumer Price Index
1432,North Dakota,Consumer Price Index,2020-08-01,0.9,Monthly,West North Central,Consumer Price Index
1433,Nebraska,Consumer Price Index,2020-08-01,0.9,Monthly,West North Central,Consumer Price Index
1434,South Dakota,Consumer Price Index,2020-08-01,0.9,Monthly,West North Central,Consumer Price Index
1435,Iowa,Consumer Price Index,2020-09-01,1.4,Monthly,West North Central,Consumer Price Index
1436,Kansas,Consumer Price Index,2020-09-01,1.4,Monthly,West North Central,Consumer Price Index
1437,Minnesota,Consumer Price Index,2020-09-01,1.4,Monthly,West North Central,Consumer Price Index
1438,Missouri,Consumer Price Index,2020-09-01,1.4,Monthly,West North Central,Consumer Price Index
1439,North Dakota,Consumer Price Index,2020-09-01,1.4,Monthly,West North Central,Consumer Price Index
1440,Nebraska,Consumer Price Index,2020-09-01,1.4,Monthly,West North Central,Consumer Price Index
1441,South Dakota,Consumer Price Index,2020-09-01,1.4,Monthly,West North Central,Consumer Price Index
1442,Iowa,Consumer Price Index,2020-10-01,1.3,Monthly,West North Central,Consumer Price Index
1443,Kansas,Consumer Price Index,2020-10-01,1.3,Monthly,West North Central,Consumer Price Index
1444,Minnesota,Consumer Price Index,2020-10-01,1.3,Monthly,West North Central,Consumer Price Index
1445,Missouri,Consumer Price Index,2020-10-01,1.3,Monthly,West North Central,Consumer Price Index
1446,North Dakota,Consumer Price Index,2020-10-01,1.3,Monthly,West North Central,Consumer Price Index
1447,Nebraska,Consumer Price Index,2020-10-01,1.3,Monthly,West North Central,Consumer Price Index
1448,South Dakota,Consumer Price Index,2020-10-01,1.3,Monthly,West North Central,Consumer Price Index
1449,Iowa,Consumer Price Index,2020-11-01,1.5,Monthly,West North Central,Consumer Price Index
1450,Kansas,Consumer Price Index,2020-11-01,1.5,Monthly,West North Central,Consumer Price Index
1451,Minnesota,Consumer Price Index,2020-11-01,1.5,Monthly,West North Central,Consumer Price Index
1452,Missouri,Consumer Price Index,2020-11-01,1.5,Monthly,West North Central,Consumer Price Index
1453,North Dakota,Consumer Price Index,2020-11-01,1.5,Monthly,West North Central,Consumer Price Index
1454,Nebraska,Consumer Price Index,2020-11-01,1.5,Monthly,West North Central,Consumer Price Index
1455,South Dakota,Consumer Price Index,2020-11-01,1.5,Monthly,West North Central,Consumer Price Index
1456,Iowa,Consumer Price Index,2020-12-01,1.8,Monthly,West North Central,Consumer Price Index
1457,Kansas,Consumer Price Index,2020-12-01,1.8,Monthly,West North Central,Consumer Price Index
1458,Minnesota,Consumer Price Index,2020-12-01,1.8,Monthly,West North Central,Consumer Price Index
1459,Missouri,Consumer Price Index,2020-12-01,1.8,Monthly,West North Central,Consumer Price Index
1460,North Dakota,Consumer Price Index,2020-12-01,1.8,Monthly,West North Central,Consumer Price Index
1461,Nebraska,Consumer Price Index,2020-12-01,1.8,Monthly,West North Central,Consumer Price Index
1462,South Dakota,Consumer Price Index,2020-12-01,1.8,Monthly,West North Central,Consumer Price Index
1463,Iowa,Consumer Price Index,2021-01-01,2.0,Monthly,West North Central,Consumer Price Index
1464,Kansas,Consumer Price Index,2021-01-01,2.0,Monthly,West North Central,Consumer Price Index
1465,Minnesota,Consumer Price Index,2021-01-01,2.0,Monthly,West North Central,Consumer Price Index
1466,Missouri,Consumer Price Index,2021-01-01,2.0,Monthly,West North Central,Consumer Price Index
1467,North Dakota,Consumer Price Index,2021-01-01,2.0,Monthly,West North Central,Consumer Price Index
1468,Nebraska,Consumer Price Index,2021-01-01,2.0,Monthly,West North Central,Consumer Price Index
1469,South Dakota,Consumer Price Index,2021-01-01,2.0,Monthly,West North Central,Consumer Price Index
1470,Iowa,Consumer Price Index,2021-02-01,1.9,Monthly,West North Central,Consumer Price Index
1471,Kansas,Consumer Price Index,2021-02-01,1.9,Monthly,West North Central,Consumer Price Index
1472,Minnesota,Consumer Price Index,2021-02-01,1.9,Monthly,West North Central,Consumer Price Index
1473,Missouri,Consumer Price Index,2021-02-01,1.9,Monthly,West North Central,Consumer Price Index
1474,North Dakota,Consumer Price Index,2021-02-01,1.9,Monthly,West North Central,Consumer Price Index
1475,Nebraska,Consumer Price Index,2021-02-01,1.9,Monthly,West North Central,Consumer Price Index
1476,South Dakota,Consumer Price Index,2021-02-01,1.9,Monthly,West North Central,Consumer Price Index
1477,Iowa,Consumer Price Index,2021-03-01,3.2,Monthly,West North Central,Consumer Price Index
1478,Kansas,Consumer Price Index,2021-03-01,3.2,Monthly,West North Central,Consumer Price Index
1479,Minnesota,Consumer Price Index,2021-03-01,3.2,Monthly,West North Central,Consumer Price Index
1480,Missouri,Consumer Price Index,2021-03-01,3.2,Monthly,West North Central,Consumer Price Index
1481,North Dakota,Consumer Price Index,2021-03-01,3.2,Monthly,West North Central,Consumer Price Index
1482,Nebraska,Consumer Price Index,2021-03-01,3.2,Monthly,West North Central,Consumer Price Index
1483,South Dakota,Consumer Price Index,2021-03-01,3.2,Monthly,West North Central,Consumer Price Index
1484,Iowa,Consumer Price Index,2021-04-01,5.0,Monthly,West North Central,Consumer Price Index
1485,Kansas,Consumer Price Index,2021-04-01,5.0,Monthly,West North Central,Consumer Price Index
1486,Minnesota,Consumer Price Index,2021-04-01,5.0,Monthly,West North Central,Consumer Price Index
1487,Missouri,Consumer Price Index,2021-04-01,5.0,Monthly,West North Central,Consumer Price Index
